id,user_id,from_account_id,datetime,amount,currency,category,receiver,description
2293,71,102,2025-10-18 09:59:20.003793,19723.91,CNY,clothes,Zara,trousers
2816,28,125,2025-10-18 10:00:10.807437,285768.66,RUB,recurring,Magnum,monthly grocery delivery
1039,88,152,2025-10-18 09:57:19.466775,239878.65,RUB,online_shopping,Wildberries,sneakers
1080,17,176,2025-10-18 09:59:08.184998,252477.23,RUB,transfer,,
657,2,11,2025-10-18 09:56:23.881719,23515.08,CNY,recurring,KEGOC,electricity bill
2983,80,86,2025-10-18 09:58:04.768708,24110.48,RUB,clothes,Zara,coat
509,75,66,2025-10-18 09:59:42.213383,165616.11,KZT,transport,Yandex Go,taxi ride
2914,88,36,2025-10-18 09:55:33.492266,113114.97,RUB,groceries,Magnum,rice
2602,10,62,2025-10-18 09:56:47.478550,1103.7,EUR,utilities,KazWater,water bill
978,76,27,2025-10-18 09:58:51.028931,328.23,USD,online_shopping,Kaspi.kz,smartphone
2652,26,89,2025-10-18 09:58:37.614146,439.31,EUR,transfer,,
541,100,79,2025-10-18 09:58:53.842949,2208.93,EUR,transport,AirAstana,plane ticket
2499,25,192,2025-10-18 09:57:37.317143,207420.86,RUB,transport,AirAstana,plane ticket
1212,75,145,2025-10-18 09:54:48.330715,184869.33,RUB,clothes,H&M,t-shirt
2073,87,182,2025-10-18 09:55:35.557239,12683.79,CNY,clothes,LC Waikiki,boots
1739,20,152,2025-10-18 09:56:06.652865,53562.94,KZT,online_shopping,Kaspi.kz,TV
2126,58,196,2025-10-18 09:56:08.432295,1468.33,USD,clothes,H&M,hoodie
2461,17,192,2025-10-18 10:00:15.431575,50789.89,RUB,entertainment,Spotify,premium subscription
2470,89,137,2025-10-18 09:54:50.112702,2396.06,USD,utilities,KEGOC,electricity bill
1708,27,127,2025-10-18 09:56:06.913014,269302.29,RUB,online_shopping,Kaspi.kz,TV
802,88,153,2025-10-18 09:59:18.661700,1313.0,EUR,groceries,Magnum,bread
2721,20,79,2025-10-18 09:55:48.631309,191785.59,RUB,online_shopping,Wildberries,clothes
1413,63,2,2025-10-18 09:58:03.909498,3848.39,USD,entertainment,Netflix,monthly subscription
438,48,67,2025-10-18 09:54:53.364556,8856.83,CNY,restaurants,CoffeeGo,latte
251,78,178,2025-10-18 09:58:13.827841,2397.65,USD,transport,Kaspi Red Transport,bus ticket
229,61,15,2025-10-18 09:55:10.049590,351571.15,KZT,restaurants,CoffeeGo,cappuccino
2543,94,198,2025-10-18 09:58:30.730773,98536.69,KZT,entertainment,Steam,game purchase
2615,71,189,2025-10-18 09:58:41.537952,4138.03,CNY,groceries,Magnum,bread
2134,64,53,2025-10-18 09:55:22.351907,19230.61,CNY,groceries,Magnum,chicken
2817,32,60,2025-10-18 09:57:48.268708,3812.16,USD,clothes,Zara,coat
1914,13,57,2025-10-18 09:59:59.213414,95.27,USD,utilities,KEGOC,electricity bill
1049,88,166,2025-10-18 09:55:56.429066,347.53,EUR,recurring,YouTube Premium,monthly subscription
808,7,1,2025-10-18 09:56:01.319831,24631.56,CNY,utilities,KEGOC,electricity bill
1224,82,63,2025-10-18 09:56:37.092031,381659.65,KZT,online_shopping,AliExpress,LED strip
2915,70,192,2025-10-18 10:00:10.536259,2843.34,EUR,transport,Kaspi Red Transport,bus ticket
2684,70,197,2025-10-18 09:57:45.781449,135.96,USD,recurring,Beeline,mobile plan
2117,45,25,2025-10-18 09:58:14.801436,3000.59,USD,transport,Kaspi Red Transport,bus ticket
775,64,61,2025-10-18 09:56:32.237726,135626.71,RUB,entertainment,Netflix,monthly subscription
2629,85,144,2025-10-18 09:58:38.952311,418067.64,KZT,entertainment,Netflix,monthly subscription
2853,84,9,2025-10-18 09:59:53.042693,3486.59,USD,entertainment,Netflix,monthly subscription
1300,78,64,2025-10-18 09:56:44.379909,85677.33,RUB,recurring,Kaspi Insurance,car insurance
40,35,180,2025-10-18 09:55:46.742487,276469.1,RUB,utilities,KEGOC,electricity bill
1701,17,111,2025-10-18 09:55:14.695019,2200.43,EUR,restaurants,CoffeeGo,latte
584,67,74,2025-10-18 09:58:47.793077,1771.02,CNY,transport,AirAstana,plane ticket
2237,26,166,2025-10-18 09:56:44.531163,4788.84,USD,restaurants,CoffeeGo,croissant
1715,8,72,2025-10-18 09:57:28.859602,11548.89,CNY,groceries,SmallMart,eggs
2740,16,166,2025-10-18 09:59:58.735675,706.32,EUR,recurring,Kaspi Insurance,car insurance
1743,16,136,2025-10-18 09:59:53.698763,303747.45,KZT,transfer,,
1539,39,79,2025-10-18 09:57:14.041732,24580.59,CNY,restaurants,Sakura Sushi,ramen
1685,65,91,2025-10-18 09:55:00.036608,185581.81,RUB,transfer,,
1618,82,74,2025-10-18 09:58:01.246610,8674.96,CNY,groceries,Magnum,bread
2387,9,97,2025-10-18 09:57:41.504036,7.86,USD,recurring,Kaspi Red,loan payment
2252,71,23,2025-10-18 09:55:07.917631,2245.25,USD,restaurants,CoffeeGo,latte
1949,67,74,2025-10-18 09:59:32.942271,110900.26,KZT,utilities,Beeline,mobile plan
1988,65,113,2025-10-18 10:00:00.573758,32139.69,RUB,online_shopping,Wildberries,sneakers
861,44,15,2025-10-18 09:57:44.588174,236354.78,RUB,groceries,SmallMart,juice
1740,92,200,2025-10-18 09:54:57.039345,23514.84,CNY,utilities,KEGOC,electricity bill
2099,74,14,2025-10-18 09:59:53.999793,2477.13,EUR,recurring,KEGOC,electricity bill
2216,60,119,2025-10-18 09:57:55.012902,614.98,EUR,clothes,H&M,t-shirt
1141,63,183,2025-10-18 09:54:33.266349,521.89,EUR,transfer,,
2255,42,100,2025-10-18 09:58:19.614108,81.93,EUR,entertainment,Steam,game purchase
1176,82,67,2025-10-18 09:59:11.375472,1095.69,EUR,utilities,KazWater,water bill
2046,71,183,2025-10-18 09:58:39.990813,37977.15,RUB,utilities,KazWater,water bill
1620,22,81,2025-10-18 10:00:15.769536,83739.4,KZT,utilities,KazWater,water bill
1628,88,133,2025-10-18 09:59:09.429075,74376.24,KZT,clothes,Zara,coat
2317,82,140,2025-10-18 09:54:48.462309,209602.98,KZT,groceries,SmallMart,eggs
2173,79,196,2025-10-18 09:56:59.038182,15941.11,CNY,groceries,GreenMart,vegetables
305,10,34,2025-10-18 09:59:55.283371,6824.42,CNY,recurring,Netflix,monthly subscription
1241,75,194,2025-10-18 09:56:19.976284,236265.99,KZT,transfer,,
2910,19,138,2025-10-18 09:58:10.052952,3841.58,EUR,transfer,,
1134,77,60,2025-10-18 09:58:11.420685,89830.56,RUB,transport,AirAstana,plane ticket
1097,52,125,2025-10-18 09:56:02.878680,17751.63,CNY,recurring,Kaspi Insurance,car insurance
2184,80,77,2025-10-18 09:56:21.004313,3667.47,EUR,restaurants,Sakura Sushi,sushi set
1999,63,13,2025-10-18 09:55:00.941365,1855.58,CNY,transfer,,
201,72,152,2025-10-18 09:54:54.947179,3131.84,USD,clothes,LC Waikiki,hat
1756,31,183,2025-10-18 09:57:51.970427,35796.99,RUB,utilities,Beeline,mobile plan
2062,39,32,2025-10-18 09:54:38.264849,22300.21,CNY,recurring,YouTube Premium,monthly subscription
691,39,10,2025-10-18 09:58:50.902903,11477.31,CNY,groceries,SmallMart,cheese
2659,36,73,2025-10-18 09:58:55.217293,118635.5,KZT,online_shopping,AliExpress,LED strip
704,26,176,2025-10-18 09:55:11.771967,46881.77,RUB,restaurants,BurgerTime,cola
300,6,26,2025-10-18 09:55:03.022141,70.04,EUR,transport,Kaspi Red Transport,bus ticket
1465,81,154,2025-10-18 09:57:46.901426,396304.02,KZT,groceries,Magnum,rice
2695,88,137,2025-10-18 09:57:03.262813,25409.96,CNY,clothes,Zara,coat
2290,11,108,2025-10-18 09:55:04.137103,495256.71,KZT,transfer,,
1043,20,23,2025-10-18 09:59:19.079417,51119.85,RUB,restaurants,BurgerTime,cola
856,44,21,2025-10-18 09:57:53.466273,3043.01,EUR,entertainment,Spotify,premium subscription
293,84,33,2025-10-18 09:56:10.841688,1252.14,USD,utilities,KEGOC,electricity bill
2692,22,72,2025-10-18 09:55:31.566247,5318.42,CNY,utilities,KazWater,water bill
2916,27,143,2025-10-18 09:58:26.388791,2964.0,USD,transport,AirAstana,plane ticket
180,91,198,2025-10-18 09:56:10.968729,207118.08,RUB,entertainment,Steam,game purchase
1868,85,151,2025-10-18 09:56:51.199528,161524.84,KZT,restaurants,Sakura Sushi,ramen
554,84,20,2025-10-18 09:57:11.735367,7585.01,CNY,online_shopping,AliExpress,LED strip
1806,62,73,2025-10-18 09:56:23.500779,15222.48,CNY,clothes,Zara,belt
436,95,67,2025-10-18 09:54:59.821024,22899.4,CNY,transport,AirAstana,plane ticket
430,84,183,2025-10-18 09:55:20.687663,56589.19,RUB,transfer,,
2176,47,160,2025-10-18 09:55:45.100581,175076.21,RUB,recurring,Magnum,monthly grocery delivery
1657,63,160,2025-10-18 09:54:53.311725,577.97,USD,groceries,Magnum,rice
2576,21,6,2025-10-18 09:55:07.795669,4397.83,USD,transport,Kaspi Red Transport,bus ticket
2375,98,59,2025-10-18 09:56:54.220992,353698.72,KZT,transport,Yandex Go,taxi ride
319,9,4,2025-10-18 09:59:21.746522,64801.31,RUB,groceries,SmallMart,pasta
2059,36,36,2025-10-18 09:58:27.327281,498.27,EUR,transport,Yandex Go,taxi ride
985,80,160,2025-10-18 09:57:40.496099,380205.64,KZT,transfer,,
992,74,121,2025-10-18 09:55:09.624070,2251.21,EUR,transport,AirAstana,plane ticket
1356,51,87,2025-10-18 09:56:49.808301,2713.21,EUR,utilities,KazWater,water bill
2942,48,152,2025-10-18 09:56:40.506840,726.54,EUR,recurring,Spotify,music subscription
2421,56,40,2025-10-18 09:57:27.687697,1895.33,EUR,groceries,SmallMart,cheese
2298,100,175,2025-10-18 09:55:01.147936,33977.41,KZT,recurring,Spotify,music subscription
749,76,169,2025-10-18 09:58:15.449087,1817.69,EUR,recurring,Spotify,music subscription
1189,79,65,2025-10-18 09:59:52.752194,26498.9,CNY,groceries,SmallMart,juice
2755,34,195,2025-10-18 09:55:29.262131,14693.92,CNY,recurring,Kaspi Red,loan payment
2179,80,105,2025-10-18 09:59:02.417586,2810.51,USD,recurring,Beeline,mobile plan
2401,19,191,2025-10-18 09:56:17.401924,8124.78,CNY,groceries,GreenMart,fruits
142,7,146,2025-10-18 09:58:09.886381,5879.93,CNY,transfer,,
1711,91,160,2025-10-18 09:57:56.594603,1122.74,EUR,online_shopping,Wildberries,headphones
2806,8,69,2025-10-18 09:56:49.757324,1662.14,EUR,restaurants,CoffeeGo,cappuccino
955,89,135,2025-10-18 10:00:05.449808,21390.79,CNY,restaurants,CoffeeGo,cappuccino
1506,5,75,2025-10-18 10:00:23.775789,761.93,USD,recurring,Spotify,music subscription
1848,54,31,2025-10-18 09:59:25.522429,221967.31,KZT,groceries,SmallMart,juice
450,59,187,2025-10-18 09:56:33.128897,17911.28,CNY,utilities,KazWater,water bill
2529,96,162,2025-10-18 09:57:09.944523,225.63,USD,entertainment,Spotify,premium subscription
2726,79,99,2025-10-18 09:58:59.956048,2347.8,EUR,recurring,YouTube Premium,monthly subscription
654,67,32,2025-10-18 09:55:16.075814,144420.75,RUB,entertainment,Netflix,monthly subscription
2743,22,26,2025-10-18 09:57:43.485433,3198.61,EUR,restaurants,Sakura Sushi,ramen
1156,24,5,2025-10-18 09:56:05.236905,236048.44,RUB,online_shopping,AliExpress,keyboard
2256,86,183,2025-10-18 09:59:39.136976,2202.37,EUR,groceries,Magnum,rice
2385,78,95,2025-10-18 09:59:44.555890,23505.57,CNY,recurring,Kaspi Insurance,car insurance
583,11,156,2025-10-18 10:00:28.854216,362385.11,KZT,clothes,LC Waikiki,boots
600,96,88,2025-10-18 09:59:56.856418,277498.48,KZT,transport,Kaspi Red Transport,bus ticket
2904,2,10,2025-10-18 09:57:32.748318,257593.76,KZT,clothes,H&M,hoodie
287,55,27,2025-10-18 09:55:58.187741,1492.06,USD,groceries,SmallMart,cheese
1930,88,26,2025-10-18 10:00:10.121145,2322.73,EUR,clothes,H&M,hoodie
1913,54,169,2025-10-18 09:59:22.862658,1377.47,USD,recurring,KEGOC,electricity bill
953,67,73,2025-10-18 09:54:51.953568,233664.47,RUB,clothes,H&M,t-shirt
832,97,30,2025-10-18 09:57:20.881467,84216.4,KZT,clothes,H&M,hoodie
1340,92,8,2025-10-18 09:56:36.803175,4645.37,USD,utilities,KazWater,water bill
1417,51,108,2025-10-18 09:59:33.386409,270309.24,RUB,transport,AirAstana,plane ticket
2680,83,34,2025-10-18 09:59:57.135096,264759.1,RUB,utilities,Beeline,mobile plan
1033,61,189,2025-10-18 09:59:11.889655,3706.36,EUR,utilities,Beeline,mobile plan
1867,81,48,2025-10-18 09:59:24.806745,563.56,EUR,utilities,KazWater,water bill
854,70,58,2025-10-18 09:59:44.627540,192519.73,KZT,recurring,Spotify,music subscription
353,92,64,2025-10-18 09:58:32.490652,118933.71,RUB,groceries,GreenMart,olive oil
1912,24,174,2025-10-18 09:56:04.949720,81876.55,RUB,clothes,Zara,shirt
2947,43,131,2025-10-18 09:59:55.607274,291457.48,RUB,restaurants,CoffeeGo,cappuccino
2868,77,15,2025-10-18 09:59:31.439621,1944.6,EUR,groceries,Magnum,rice
715,6,64,2025-10-18 09:55:18.333095,9182.58,CNY,recurring,GymPro,gym membership
2994,93,47,2025-10-18 09:59:27.930887,289987.06,RUB,entertainment,Steam,game purchase
2788,40,160,2025-10-18 09:58:19.912189,185758.56,KZT,utilities,KazWater,water bill
1893,84,172,2025-10-18 09:56:38.280360,1692.72,EUR,groceries,SmallMart,eggs
1794,93,6,2025-10-18 09:55:17.064986,365.56,EUR,utilities,KazWater,water bill
2700,65,28,2025-10-18 09:56:28.002604,21332.93,CNY,utilities,KazWater,water bill
850,34,27,2025-10-18 09:57:27.338203,36923.29,KZT,entertainment,Steam,game purchase
1801,11,20,2025-10-18 09:56:02.956738,252502.58,KZT,clothes,Zara,shirt
1552,43,44,2025-10-18 09:57:23.721645,29785.23,CNY,online_shopping,AliExpress,LED strip
1128,37,55,2025-10-18 09:59:32.316098,256079.97,KZT,entertainment,Spotify,premium subscription
2112,45,166,2025-10-18 09:55:14.426960,170190.23,KZT,restaurants,Sakura Sushi,ramen
2304,5,125,2025-10-18 09:56:02.801325,237698.46,KZT,transfer,,
2790,60,112,2025-10-18 09:59:01.145815,55724.84,KZT,transfer,,
2409,73,50,2025-10-18 09:58:47.755841,3198.89,EUR,transport,Kaspi Red Transport,bus ticket
2121,58,30,2025-10-18 09:59:58.102617,2010.63,CNY,online_shopping,Kaspi.kz,smartphone
1617,13,57,2025-10-18 09:58:59.880433,148601.98,RUB,transport,Yandex Go,taxi ride
677,25,50,2025-10-18 10:00:09.283809,19723.45,CNY,transport,AirAstana,plane ticket
2756,45,176,2025-10-18 10:00:13.259434,3468.13,USD,utilities,Beeline,mobile plan
2709,31,110,2025-10-18 09:57:25.598339,3406.98,EUR,groceries,Magnum,rice
1846,96,166,2025-10-18 10:00:22.724205,24232.55,CNY,groceries,SmallMart,juice
11,15,36,2025-10-18 09:57:25.164934,473157.64,KZT,entertainment,Steam,game purchase
1557,42,53,2025-10-18 09:59:11.200314,47086.07,KZT,clothes,Zara,coat
258,69,130,2025-10-18 09:56:07.882520,2176.86,EUR,utilities,Beeline,mobile plan
2571,95,2,2025-10-18 10:00:03.877853,187710.96,RUB,entertainment,Spotify,premium subscription
2628,29,84,2025-10-18 09:57:30.401638,27240.41,CNY,online_shopping,AliExpress,phone case
1572,91,142,2025-10-18 09:55:59.140140,140166.42,RUB,recurring,GymPro,gym membership
1359,59,168,2025-10-18 09:57:29.167681,2887.9,USD,recurring,Magnum,monthly grocery delivery
2929,87,26,2025-10-18 09:57:18.082722,2323.13,KZT,groceries,SmallMart,eggs
2925,12,74,2025-10-18 09:54:44.411039,458675.95,KZT,online_shopping,AliExpress,LED strip
64,84,49,2025-10-18 09:57:33.765665,181541.25,RUB,transfer,,
261,2,26,2025-10-18 09:56:20.746826,66678.12,RUB,transfer,,
464,47,174,2025-10-18 09:59:21.139165,127855.96,RUB,restaurants,BurgerTime,burger
1862,46,149,2025-10-18 09:56:28.357961,104722.87,RUB,transfer,,
1946,34,25,2025-10-18 09:55:15.976236,192646.47,RUB,restaurants,CoffeeGo,croissant
61,46,130,2025-10-18 09:58:57.439499,155548.72,KZT,recurring,Netflix,monthly subscription
2881,50,8,2025-10-18 09:57:42.902493,39993.01,KZT,entertainment,Spotify,premium subscription
1108,5,17,2025-10-18 09:56:01.637633,129243.08,RUB,online_shopping,Wildberries,headphones
83,35,116,2025-10-18 09:54:52.645604,4463.09,CNY,clothes,Zara,coat
2189,90,79,2025-10-18 09:54:39.421337,134734.43,RUB,clothes,H&M,t-shirt
1046,49,34,2025-10-18 10:00:17.403028,3426.07,EUR,online_shopping,Kaspi.kz,TV
2182,57,150,2025-10-18 09:57:34.497093,5495.92,CNY,groceries,SmallMart,pasta
208,78,11,2025-10-18 09:57:55.423885,94487.57,KZT,transfer,,
2200,79,32,2025-10-18 09:58:17.747531,352221.74,KZT,online_shopping,AliExpress,phone case
1396,54,181,2025-10-18 09:55:40.036797,736.5,EUR,utilities,KazWater,water bill
1859,17,80,2025-10-18 09:55:15.364958,189965.57,KZT,entertainment,Netflix,monthly subscription
2812,79,156,2025-10-18 09:59:58.100810,1185.04,CNY,entertainment,Spotify,premium subscription
1528,9,71,2025-10-18 09:55:02.514122,331.43,EUR,recurring,GymPro,gym membership
2580,30,185,2025-10-18 09:58:00.971999,102045.22,RUB,transport,Kaspi Red Transport,bus ticket
2376,33,21,2025-10-18 09:55:51.230582,27963.7,CNY,recurring,YouTube Premium,monthly subscription
766,42,197,2025-10-18 09:54:51.421263,57361.46,KZT,utilities,KazWater,water bill
1623,63,64,2025-10-18 09:56:08.708357,442.0,EUR,groceries,GreenMart,olive oil
1387,88,141,2025-10-18 09:57:50.545623,268.51,EUR,restaurants,CoffeeGo,cappuccino
2323,39,35,2025-10-18 09:59:55.383536,49.72,EUR,groceries,GreenMart,vegetables
1596,39,20,2025-10-18 09:55:05.873781,98865.76,RUB,clothes,H&M,shorts
2737,72,161,2025-10-18 10:00:14.202854,145201.62,RUB,clothes,Zara,shirt
253,36,101,2025-10-18 09:58:14.798266,34254.96,RUB,online_shopping,AliExpress,keyboard
2373,34,123,2025-10-18 10:00:10.310367,846.87,USD,transfer,,
2107,68,106,2025-10-18 09:59:01.587952,3664.12,USD,online_shopping,AliExpress,phone case
467,52,117,2025-10-18 09:57:13.764648,250728.93,RUB,recurring,GymPro,gym membership
1217,57,50,2025-10-18 10:00:12.749023,27385.63,CNY,utilities,KEGOC,electricity bill
2330,53,16,2025-10-18 09:55:32.656736,176.42,EUR,utilities,KazWater,water bill
1177,59,154,2025-10-18 09:57:52.708386,4860.8,RUB,transport,AirAstana,plane ticket
26,88,28,2025-10-18 09:55:12.977499,2851.04,EUR,recurring,Spotify,music subscription
2122,31,126,2025-10-18 09:54:53.124303,3971.3,USD,groceries,SmallMart,juice
1206,24,63,2025-10-18 09:59:01.019335,3986.14,USD,groceries,Magnum,apples
576,73,94,2025-10-18 09:57:48.447717,8303.04,CNY,clothes,Zara,belt
1489,47,37,2025-10-18 09:58:00.652603,122900.38,KZT,groceries,GreenMart,yogurt
2787,79,93,2025-10-18 09:57:41.540373,3826.57,EUR,recurring,KazakhTelecom,home internet
1496,52,159,2025-10-18 09:55:43.499379,109843.75,KZT,transport,AirAstana,plane ticket
2848,97,186,2025-10-18 09:56:28.106335,1791.95,USD,transport,Yandex Go,taxi ride
2077,33,92,2025-10-18 09:56:03.786548,105778.3,RUB,online_shopping,Kaspi.kz,laptop
777,65,7,2025-10-18 09:59:06.916322,3620.3,EUR,transport,Yandex Go,taxi ride
177,50,61,2025-10-18 09:59:00.779532,3016.26,EUR,utilities,KazWater,water bill
531,11,79,2025-10-18 09:58:33.462341,3742.74,USD,utilities,KEGOC,electricity bill
665,9,136,2025-10-18 09:55:58.377301,2249.67,USD,entertainment,Spotify,premium subscription
2350,59,141,2025-10-18 09:59:28.962320,24643.69,CNY,transfer,,
1822,61,119,2025-10-18 09:55:25.741536,4681.33,USD,transport,Yandex Go,taxi ride
1836,61,91,2025-10-18 09:54:40.189553,251610.96,RUB,utilities,Beeline,mobile plan
1886,65,1,2025-10-18 09:59:47.474906,17995.15,CNY,clothes,Zara,coat
705,7,63,2025-10-18 10:00:20.029814,27805.55,CNY,entertainment,Netflix,monthly subscription
2380,31,5,2025-10-18 09:58:01.289421,3015.16,USD,restaurants,BurgerTime,burger
2479,82,82,2025-10-18 09:56:38.095609,1563.73,USD,clothes,H&M,t-shirt
1762,39,127,2025-10-18 09:59:07.140775,14581.56,RUB,transfer,,
1563,37,68,2025-10-18 10:00:13.891437,468.42,USD,recurring,KazakhTelecom,home internet
2545,95,180,2025-10-18 09:56:39.803292,28489.4,CNY,restaurants,Sakura Sushi,ramen
227,59,145,2025-10-18 09:55:29.527775,4951.21,USD,online_shopping,Kaspi.kz,TV
1716,57,12,2025-10-18 09:57:53.079006,1032.62,USD,transport,AirAstana,plane ticket
1753,92,121,2025-10-18 09:57:48.112902,63635.78,KZT,groceries,SmallMart,juice
1412,63,51,2025-10-18 09:58:19.079091,264783.73,KZT,transport,Kaspi Red Transport,bus ticket
1294,27,139,2025-10-18 10:00:17.741080,453362.71,KZT,online_shopping,AliExpress,keyboard
947,89,31,2025-10-18 09:56:51.541536,153806.51,RUB,groceries,SmallMart,cookies
2663,24,27,2025-10-18 09:55:54.534370,1309.19,USD,clothes,Zara,trousers
2382,93,46,2025-10-18 09:56:40.972923,2670.62,USD,transport,Yandex Go,taxi ride
1790,34,173,2025-10-18 09:56:43.097111,123427.6,RUB,recurring,GymPro,gym membership
870,16,71,2025-10-18 09:56:01.615357,3788.96,USD,transport,AirAstana,plane ticket
1890,51,175,2025-10-18 09:59:15.144648,25035.26,CNY,recurring,Spotify,music subscription
2733,12,134,2025-10-18 09:57:09.440209,2079.76,USD,recurring,YouTube Premium,monthly subscription
113,47,102,2025-10-18 09:55:03.763196,194903.26,RUB,online_shopping,Wildberries,clothes
1158,63,6,2025-10-18 09:56:43.298570,131161.52,RUB,clothes,Zara,trousers
401,11,102,2025-10-18 09:58:22.985846,251299.68,KZT,transfer,,
1985,59,197,2025-10-18 10:00:16.466218,5941.94,RUB,online_shopping,Wildberries,headphones
743,91,116,2025-10-18 09:59:10.845437,25683.43,RUB,clothes,LC Waikiki,boots
1121,56,16,2025-10-18 09:54:50.143538,3037.97,EUR,transport,AirAstana,plane ticket
2093,67,149,2025-10-18 09:57:41.785188,2510.88,EUR,clothes,LC Waikiki,hat
1823,2,82,2025-10-18 09:58:35.979743,721.01,EUR,recurring,Spotify,music subscription
2171,23,70,2025-10-18 09:59:26.296399,23088.74,CNY,clothes,LC Waikiki,scarf
371,64,139,2025-10-18 10:00:16.856535,52749.47,RUB,groceries,Magnum,milk
1395,7,186,2025-10-18 09:58:10.078497,212279.97,RUB,online_shopping,AliExpress,keyboard
408,100,26,2025-10-18 09:58:42.993023,260255.83,RUB,utilities,KazWater,water bill
1326,13,55,2025-10-18 09:57:21.524492,23764.01,CNY,clothes,LC Waikiki,boots
2896,79,196,2025-10-18 09:57:18.957422,2730.28,EUR,restaurants,CoffeeGo,cappuccino
2081,95,59,2025-10-18 09:54:51.190173,248622.06,RUB,restaurants,Sakura Sushi,sushi set
1519,90,144,2025-10-18 09:59:03.130491,77703.84,KZT,restaurants,CoffeeGo,cappuccino
2886,35,115,2025-10-18 09:54:35.706906,4971.11,USD,clothes,H&M,t-shirt
1240,2,198,2025-10-18 09:54:30.870280,84625.4,RUB,utilities,KazWater,water bill
2142,69,84,2025-10-18 09:57:41.828053,4717.8,USD,entertainment,Spotify,premium subscription
734,83,181,2025-10-18 09:58:31.570301,260564.22,KZT,recurring,Magnum,monthly grocery delivery
1084,3,30,2025-10-18 09:56:03.162186,722.31,EUR,transport,Kaspi Red Transport,bus ticket
1856,12,30,2025-10-18 09:54:52.209933,91659.24,KZT,restaurants,BurgerTime,fries
2765,19,102,2025-10-18 09:57:42.591517,316828.7,KZT,transport,Yandex Go,taxi ride
2997,7,91,2025-10-18 09:59:24.363145,20238.44,CNY,groceries,Magnum,milk
2133,59,48,2025-10-18 09:56:58.199264,3563.49,USD,restaurants,Sakura Sushi,sushi set
2754,51,187,2025-10-18 10:00:10.356255,274215.75,KZT,transport,Yandex Go,taxi ride
1938,78,85,2025-10-18 09:57:25.557111,1228.09,USD,restaurants,BurgerTime,cola
728,92,167,2025-10-18 09:59:27.184179,55274.55,RUB,clothes,H&M,hoodie
30,99,142,2025-10-18 09:58:20.013608,2153.2,USD,online_shopping,Kaspi.kz,laptop
1615,7,10,2025-10-18 09:55:00.207692,8022.04,CNY,restaurants,Sakura Sushi,sushi set
738,89,133,2025-10-18 09:58:50.116717,2320.58,USD,recurring,Spotify,music subscription
2381,35,46,2025-10-18 09:55:29.834507,3767.91,CNY,recurring,Kaspi Red,loan payment
2006,3,103,2025-10-18 09:54:53.406121,8849.72,CNY,clothes,Zara,shirt
2347,48,63,2025-10-18 09:56:43.316506,1939.95,EUR,entertainment,Spotify,premium subscription
1035,59,178,2025-10-18 09:56:58.876868,381106.73,KZT,transport,AirAstana,plane ticket
2355,27,11,2025-10-18 09:58:38.668909,1843.4,CNY,restaurants,CoffeeGo,croissant
746,54,79,2025-10-18 09:58:48.704041,219075.51,RUB,recurring,Beeline,mobile plan
1993,53,39,2025-10-18 09:55:19.631613,2951.09,USD,online_shopping,AliExpress,phone case
1675,86,28,2025-10-18 09:57:42.100462,3737.26,EUR,recurring,KazakhTelecom,home internet
1165,15,69,2025-10-18 09:58:24.344859,159509.05,KZT,transfer,,
194,39,119,2025-10-18 09:58:57.925084,12752.63,CNY,clothes,Zara,coat
2917,31,146,2025-10-18 10:00:17.384802,75898.46,KZT,restaurants,Sakura Sushi,miso soup
537,63,116,2025-10-18 09:56:52.292257,184941.09,RUB,entertainment,Spotify,premium subscription
1405,29,45,2025-10-18 09:59:42.912559,183841.94,KZT,transport,AirAstana,plane ticket
966,65,146,2025-10-18 09:56:46.692663,50003.29,KZT,groceries,GreenMart,fruits
2287,83,120,2025-10-18 09:59:31.629930,3016.04,EUR,transport,Yandex Go,taxi ride
524,81,104,2025-10-18 09:54:41.527628,1269.03,EUR,clothes,LC Waikiki,scarf
1348,41,198,2025-10-18 09:57:03.963996,239275.69,RUB,transport,AirAstana,plane ticket
299,37,87,2025-10-18 09:54:52.728267,17359.11,CNY,recurring,KazakhTelecom,home internet
372,30,155,2025-10-18 09:59:23.080846,104.54,USD,recurring,Netflix,monthly subscription
376,18,41,2025-10-18 09:58:19.824453,3168.41,EUR,recurring,KazakhTelecom,home internet
1619,65,180,2025-10-18 09:56:47.251487,14328.91,CNY,entertainment,Spotify,premium subscription
683,96,66,2025-10-18 09:57:27.161913,288499.37,RUB,recurring,GymPro,gym membership
211,51,62,2025-10-18 09:55:10.462414,9682.37,CNY,entertainment,Steam,game purchase
2973,19,122,2025-10-18 09:54:44.531959,4024.84,USD,transfer,,
1697,93,11,2025-10-18 09:57:37.281931,18282.24,KZT,transfer,,
526,46,129,2025-10-18 09:59:09.265534,145273.38,KZT,entertainment,Spotify,premium subscription
1495,12,134,2025-10-18 09:55:43.383076,3911.82,EUR,transport,AirAstana,plane ticket
2932,86,100,2025-10-18 10:00:22.012321,1078.35,EUR,restaurants,BurgerTime,cola
860,9,139,2025-10-18 10:00:25.075809,149955.28,RUB,recurring,Netflix,monthly subscription
2215,22,11,2025-10-18 09:55:27.646666,122978.75,RUB,recurring,KazakhTelecom,home internet
2808,76,125,2025-10-18 09:57:45.460809,501.67,EUR,entertainment,Netflix,monthly subscription
